,昵称,时间,评论
392,_WeCh****22329,2019-10-31,"非常棒的乐园, 园区内可看可玩的非常多, 可以坐空中缆车, 地面小火车穿梭园区看动物, 更有随车的工作人员声情并茂的为大家讲解, 下午会有几场动物讲堂和表演, 非常好看, 我们买的野生动物世界和晚上国际大马戏的联票, 马戏非常非常非常值得一看"
393,_WeCh****331964,2020-03-01,"小动物们都很可爱, 很多都没有见过, 最开心的是看到了考拉和大熊猫, 本人其实更喜欢, 总体体验很棒, 非常推荐大家去"
394,张先生,2020-02-08,"点入园, 时间安排的基本准确, 因为距离我住的地方很近, 打车, 分钟就到了, 不到两公里, 入园后领取地图一张, 按照指示图一天全部逛完, 还做了小火车和缆车, 总体不错"
395,_WeCh****49410,2020-01-30,"假期去人超级多, 自动取票人超级多, 买的两大一小, 只能分开取, 取出一张后面的就不能取了, 工作人员员也没说清楚怎么回事, 最后还是在人工柜台取的, 需要重新获取凭证码"
396,M13****98,2020-01-24,"不错, 好玩, 一家五口, 小火车, 看熊猫和表演, 整体时间蛮充裕, 就是没看晚上表演"
397,300****834,2019-11-16,"很开心的经历, 宣传爱护动物, 而不是表演, 孩子学到很多, 从早到晚, 非常充实的一天"
398,135****3092,2020-04-15,不错购买方便价格实惠携程旅游可以信赖
399,M45****03,2020-04-02,"特别好, 现在还怀念, 孩子们玩的也很好"
400,138****7902,2020-01-19,"国内最好的动物园, 孩子老人玩的特别开心, 环境好, 花园式的, 只是看景色也特别舒服, 南方的冬天特别温柔湿润, 比夏天舒服的多, 建议大家冬天来"
401,M21****444,2020-01-15,"步行, 小火车, 缆车游览, 不一样的体验, 公园很大, 动物很多, 孩子们玩的很开心"
402,M23****500,2019-12-23,"非常好, 早, 点半进下午五点半出, 基本全逛遍了, 挨着天鹅湖的汉堡超级棒, 好吃"
403,qiqiiiqi,2020-04-16,"非常有趣, 跟动物亲密接触"
404,_WeCh****21113,2020-04-11,"特价抢票, 非常超值, 希望活动多多"
405,132****9194,2020-03-03,"这两的动物自由, 动物太多了, 超喜欢"
406,冷雨霏霏,2020-03-03,长隆野生动物园是广州市的最大动物园
407,_YX1****729,2020-02-28,"非常大的动物园, 来自世界各地的野生动物应有尽有, 一次让人看个够, 大饱眼福"
408,M27****3894,2020-01-23,"动物园有免费的穿梭巴士, 交通很方便, 园内清洁卫生, 隔一段就有厕所和休息区"
409,M25****9005,2020-01-23,"里面的活动和动物参观十分令人我有趣, 工作人员态度好, 去广州一定要来的地方"
410,M32****5017,2020-01-20,"动物非常多, 小火车, 缆车都免费, 园区内吃饭很方便, 各个景点都有吃饭的地方"
411,M28****803,2019-12-16,"园区动物们豆好可爱, 种类也多, 就是吃东西实在太贵了, 一碗米线都要, 元"
412,M37****1536,2019-12-11,"突然觉得自己离大自然如此之近, 动物门是如此憨态可掬, 玩一天也不觉得累哦"
413,ZLXWME,2019-11-05,"作为广州本地人二十年, 第一次去长隆野生动物世界, 愉快的一天"
414,闹闹,2020-03-23,"去年, 月, 日去的, 可谓人山人海, 进了动物园, 花了, 一人坐的, 人左右的包的小车参观动物园, 没有想象的那么大, 就是天气太热, 人多, 就简单溜达了一圈"
415,hikki008,2020-02-29,非常经典的景点啊非常经典的体验
416,雪儿6235,2020-01-30,"在这里可以认识很多的动物, 带上小孩子可以让孩子对动物世界有一个新的认识"
417,M30****884,2020-01-22,"体验还行, 家人喜欢就是最棒的, 不过里面的东西真心贵, 也没办法, 开心就好"
418,xiaojin03080909,2019-12-10,"不错, 差不多可以玩一整天, 就是这个票价啊, 真是太贵了, 国内最贵没有之一"
419,135****2050,2020-04-15,"地方够大, 只可惜去的时候下雨了"
420,631****285,2020-04-10,"挺不错的, 住的是一楼, 环境很好"
421,Sunny,2020-04-01,不错
422,明天就可以,2020-01-25,"取票有点儿费劲, 里面玩的还是挺开心的, 就是正赶上新冠, 游得有点儿不踏实"
423,M10****445,2020-01-22,"天气很好, 一天走了, 小时都走不完, 空气轻易, 指示清晰, 亲子活动非常好"
424,M26****1983,2020-01-17,"非常好, 真的需要玩一整天, 自然环境很棒, 动物也很多, 有主题, 不虚此行"
425,一大家子游啊游,2020-01-05,"人不多, 天气不热, 很不错, 小火车坐了两次, 下午很多动物都醒了, 有意思"
426,_WeCh****87812,2020-01-02,"非常快乐的体验, 人和动物和谐相处, 在长隆动物都有自己的家, 娃娃长了见识"
427,M25****1340,2019-12-31,"看了好多喜欢的动物, 坐缆车一览无余, 坐了小火车亲身体验动物世界, 很好玩"
428,M26****1641,2019-12-22,"动物种类很多, 所有的动物都有, 看过这么动物园, 就广州长隆这个种类最多了"
429,_WeCh****12194,2019-11-28,"很喜欢, 小朋友很开心我们还会再去的, 里边的工作人员也很热情"
430,288****572,2019-11-01,"野生动物园可以坐着小火车, 一路有导游讲解, 然后还可以做空中缆车进一步在天上换角度看, 步行区有可爱的熊猫宝宝, 有宣传是三胞胎哦, 看着熊猫吃竹子很可爱呢"
431,_WeCh****62245,2020-04-17,"还不错, 带孩子去玩"
432,小伏特,2020-04-17,"很不错, 乐园很大, 孩子很喜欢"
433,M23****7018,2020-04-06,"挺好的, 以后带孩子"
434,勇哥,2020-01-31,"儿时的回忆, 家庭欢聚的地方, 可以吃喝玩乐一天, 晚上还有马戏表演艺术"
435,M29****4694,2020-01-24,"野生动物园里动物非常多, 每个展馆有许多科普知识, 孩子寓教于乐, 还能亲自喂动物们, 买了自己心仪的狸猫尾巴, 看了鸟类动物们的表演, 非常精彩, 孩子们很开心"
436,M29****4694,2020-01-24,"野生动物园里动物非常多, 每个展馆有许多科普知识, 孩子寓教于乐, 还能亲自喂动物们, 买了自己心仪的狸猫尾巴, 看了鸟类动物们的表演, 非常精彩, 孩子们很开心"
437,M29****4694,2020-01-24,"野生动物园里动物非常多, 每个展馆有许多科普知识, 孩子寓教于乐, 还能亲自喂动物们, 买了自己心仪的狸猫尾巴, 看了鸟类动物们的表演, 非常精彩, 孩子们很开心"
438,M29****4694,2020-01-24,"野生动物园里动物非常多, 每个展馆有许多科普知识, 孩子寓教于乐, 还能亲自喂动物们, 买了自己心仪的狸猫尾巴, 看了鸟类动物们的表演, 非常精彩, 孩子们很开心"
439,_WeCh****195491,2020-01-19,"很好玩, 动物很多, 适合带小朋友玩, 有小火车和缆车, 就是小火车开太快了"
440,286****507,2019-12-09,"一个很适合亲子游的地方坐小火车比较有意思, 可以近距离看到动物, 缆车太高, 动物离得远, 而且看不到几个动物因为大多数地方脚下都是树林, 里面吃的都比较贵"
441,133****2968,2020-04-25,"很不错的表演, 适合带小孩子"
442,M23****742,2020-04-15,"去了好几次了, 一直绝得不错"
443,我又来也,2020-03-15,"两年内我去了二次, 确实适合不同人群, 老少皆宜, 值得推荐, 不容错过"
444,M31****7958,2020-03-10,"非常大的动物园, 有各种各样的动物, 很值得来看看, 特别是带小朋友来"
445,jonasonline,2020-01-19,"还不错, 价格骗贵, 比上海野生动物园贵了快一倍了, 但是景点也差不多"
446,_WB3****474,2019-12-31,"动物园特色缆车游览, 可以坐在缆车里欣赏全园的风情, 很不错, 值得二刷"
447,_WeCh****178275,2020-04-18,"非常好, 很开心"
448,320****577,2020-04-17,"非常好看, 值得"
449,M25****9291,2020-04-11,"好玩, 孩子们快乐的天堂"
450,北岩NR,2020-01-24,"有缆车和小火车, 看动物的视野还不错, 小朋友很开心, 值得去玩一次"
451,北岩NR,2020-01-24,"有缆车和小火车, 看动物的视野还不错, 小朋友很开心, 值得去玩一次"
452,_WeCh****11990,2020-01-22,"推荐北门进, 直接小火车, 以后慢慢步行游览, 最后坐环园缆车, 南门出"
453,M29****3182,2020-01-01,"赞一定要带孩子来一趟, 园内的演出, 要安排好时间看, 每场都很精彩, 园内有游乐设施, 尤其适合儿童, 边观赏边游玩, 设计得合理"
454,138****7890,2020-04-18,"很热闹, 很适合带孩子去"
455,138****7890,2020-04-18,"很热闹, 很适合带孩子去"
456,135****2050,2020-04-15,"地方很大, 只可惜下雨了"
457,M25****9291,2020-04-11,"好玩, 孩子们快乐的天堂"
458,E02****84,2020-04-03,"好玩, 适合带孩子玩一天"
459,M27****5870,2020-03-18,"不虚此行, 非常值得带宝宝去的地方, 动物干净卫生, 恐龙, 逼真, 动物园还是选长隆, 其他的都可以不用去了, 就是离我家太远了"
460,M54****643,2020-01-22,"带着孩子可以去看一下, 整理很好, 就是缆车和小火车排队时间有点长"
461,wasaji,2020-01-17,"自驾进去的, 很方便, 马上验票, 推荐携程订票, 方便快捷"
462,re****xy,2020-01-06,"订票方便快速, 野生动物园是个带小孩值得一去的地方, 小朋友非常喜欢, 一定要坐小火车和缆车, 都是门票包含的, 人多的时候要排队, 可以卖快速通行的手环, 住在长隆香江酒店也可以凭门卡快速通行"
463,嘿哈1236,2019-12-08,"很赞, 一家三口玩的很嗨皮, 很值得来玩, 环境很好, 可以看的也很多"
464,M23****2901,2019-11-22,"平日去的, 人不多, 不走快速通道, 排队也不久, 小火车, 缆车力荐"
465,sin****hy,2020-04-26,"地方好大, 动物很多"
466,Ariesir,2020-04-25,"很好玩, 动物非常可爱"
467,151****1212,2020-04-20,"划算, 比售票处便宜"
468,138****7890,2020-04-18,"很热闹, 适合带孩子去"
469,m00****81,2020-04-17,一定要先去小火车排队
470,Lxy07020664,2020-02-14,"非常值得一去, 我带小孩子一起去的, 她们玩的特别开心, 很多动物"
471,人生如戏天道酬勤C,2020-01-30,"坐在缆车上可以看很多动物, 真的很不错, 不人过多的走路, 在猛兽区, 和食草动物都是做小火车, 或者自己开车去, 很方便, 里面有非洲人的表演也很精彩"
472,Miao Miao apple,2020-01-22,"适合带孩子玩一整天的地方, 门票包含了无限次的高空缆车和小火车, 印象最深刻的还是百虎园里的小老虎们, 真的是太萌啦, 百看不厌, 园内餐饮价格偏贵"
473,_CFT01****0020041,2020-01-13,"十分合适, 带儿子游览一整天, 孩子十分高兴, 建议大家采纳使用"
474,M22****4763,2020-01-08,"非常好, 可能是淡季的关系人不多, 体验非常赞, 携程订票优惠好多"
475,ykjiao,2019-12-29,"园区很大, 也有自己的特色, 小孩子很喜欢, 特别是大马戏表演很赞"
476,阿峰jack,2019-12-24,"合适的时间, 合适的季节, 合适的人, 合适的心情, 赞开心的旅程"
477,冷雨霏霏,2019-11-26,"一直念念不忘的长隆野生动物园, 朋友很喜欢看野生动物, 所以陪着他一起来了, 里面有很多动物, 包括我们东南亚的动物都能看见, 喜欢的真的可以来看一下"
478,M30****0510,2020-04-23,"非常不错, 值得推荐"
479,Natalie_liu,2020-04-22,"出票很快, 比较方便"
480,201****723,2020-04-19,非常适合带小孩玩
481,631****442,2020-04-08,有机会还要再玩一次
482,巧克力西米露,2020-04-05,"不错哦, 动物园很大"
483,M25****714,2020-03-28,"非常好, 还会再来"
484,118****063,2020-03-20,"值得推荐, 坐小火车和索道都是免费的, 但是人太多了, 索道排了, 个小时, 小火车看架势得排, 小时所以放弃了, 孩子很喜欢, 尤其是恐龙模拟, 很逼真"
485,M27****9921,2020-03-19,"趣味, 还行, 挺好的, 孩子玩的很开心, 趣味"
486,小轮胎,2020-03-15,"非常详细的讲解, 很满意, 长隆野生动物园确实值得去玩一玩, 地方很大, 野生动物园区有随车导游讲解, 但是在自玩园区就用得上语音导游了, 所以很方便"
487,长得太帅只能怪我老婆太美,2020-02-04,"好玩, 很大, 超级多动物, 还有小火车, 缆车, 熊猫, 自驾游等"
488,_WeCh****702585,2020-01-05,"整体体验还是不错的, 就是当天买入园票要比提前预定的贵好几十块钱, 所以要去的小伙伴一定要记得提前订票"
489,137****2823,2019-12-30,"这个套票很划算哦, 省不少钱呢, 主要人多好买, 联票比单买划算, 但门票还真是不便宜哦, 不过值, 老人小孩都玩得很开心, 夏天可以来玩那个水上世界"
490,sin****hy,2020-04-26,地方好大啊
491,sin****hy,2020-04-26,地方太大了
492,shmily,2020-04-23,非常棒的一次旅行
493,M22****9243,2020-04-22,"可以, 不错, 好玩"
494,180****8990,2020-04-05,很好讲解的也详细
495,水川2001,2020-03-28,"很好, 玩着很开心"
496,_WeCh****20663,2020-03-28,值得去的地方
497,李维勋,2020-03-09,"真希望我们能善待动物, 我会真爱动物"
498,细雨听风客,2019-11-24,"超好的游玩体验, 各种动物都很漂亮, 一天时间都没逛完有一些景点没有去, 有机会下次还会来的, 这是我去过的最好的动物园之一, 长隆没有让我失望"
499,记得密码,2020-04-26,一家人玩的很好
