,昵称,时间,评论
528,_WeCh****660286,2018/2/22,"人超多, 个人共, 百元, 进去在天鹅湖走了一圈就出去了, 工作人员放铁马栏路, 有的地方不给去, 说前方太多人, 走那么多动物园, 最差的一次体验"
529,携程用户,2018/9/24,"感觉挺坑的, 不喜欢, 满满的都是坑"
530,扛把子-77,2018/10/9,"呵呵了, 是真的差, 还那么贵"
531,138****7913,2018/4/20,"很不好的体验, 号在熊猫餐厅用餐, 中间去了次厕所, 回来放桌子的眼镜就没了, 后来打去很多电话给长隆, 都没人接, 要么就是说电话听不清楚, 售后很差, 那么大的集团售后那么差, 以后万一走丢了小朋友不是更麻烦, 说前后, 分钟可以看下视频到底是被偷偷了还是, 说要报警才能看, 那么大的集团公司, 很失望, 打多次没人听"
532,134****8867,2018/2/21,"主持人不能照顾到小朋友情绪, 服务人员不是很到位, 没办法办理退票, 退费手续, 价格和迪士尼差不多, 但是感觉服务态度不是很好"
533,M23****113,2017/5/31,"除了门票外, 开车进去要, 元一台车, 怀着兴奋的心情排队入园, 结果大失所望, 没啥动物可看, 也没有近距离的观看, 自驾结束后, 就走路游园, 更无聊, 物价无比黑, 一瓶水, 元, 一根冰棒, 元, 一碟炒饭, 这动物园和深圳动物园没啥大的区别, 性价比超级超级低, 去过一次, 一辈子也不想去了"
534,莱克伍德袁术,2018/4/6,"人是真的多, 一堆推着婴儿车的, 堵在路上走都走不动, 几片喂天鹅的面包就要, 块钱, 饭店也不好吃"
535,300****016,2018/2/20,"保安像流氓, 骂游客, 是骂娘的那种"
536,137****0439,2018/5/2,"本来很开心的一次旅行, 因为自助取票机问题, 原本买了五张大人票, 缺只出来四张, 找售票处又不给处理, 让打电话给客户, 客户半天比回电话说, 少的那张票已经入园, 这是什么情况, 明明取完票后数了一下四张, 少了一张, 旁边的服务人员也知道, 但客户却说五张票同时出来的, 到现在也还没有给个说法"
537,M25****2501,2018/2/20,"人多, 小摊更多, 一枝树枝, 元, 一盒生鸡肉, 元, 一个泡泡枪, 元, 回广州市内出租车, 元"
538,周九皮,2017/10/5,"送个人收, 块钱, 说免费, 分钟, 我靠排队就去了, 分钟, 想钱想疯了, 怎么不去抢"
539,M23****113,2017/5/31,"除了门票外, 开车进去要, 元一台车, 怀着兴奋的心情排队入园, 结果大失所望, 没啥动物可看, 也没有近距离的观看, 自驾结束后, 就走路游园, 更无聊, 物价无比黑, 一瓶水, 元, 一根冰棒, 元, 一碟炒饭, 这动物园和深圳动物园没啥大的区别, 性价比超级超级低, 去过一次, 一辈子也不想去了"
540,300****016,2018/2/20,"一般, 而且所谓集团的保安在指挥交通得时候还骂人, 是骂娘, 大过年的真晦气, 经过投诉后, 对方骂人保安打电话过来说不是骂我, 反正我将来还会再来一次, 为了一口气"
541,我说小源呀,2018/2/7,"被坑死, 走了半天路了, 几个门都不开"
542,福儿,2018/5/3,"大家别买啊, 好坑的, 去了都是要附加收钱的, 不是全票的, 好坑的, 别上当"
543,_WeCh****170434,2018/2/27,"倒霉在于选择假期出游, 也许长隆确实很好玩, 我是不知道的了, 你们懂的, 假期的景点是什么样子, 出游体验, 分, 园区本身该打多少分不知道, 因为看不到, 只看到人头和人头还有人头"
544,_WeCh****146735,2018/2/20,"园内标志不清晰, 主要交通设施根本, 不住节假日人流, 造成极长时间的排队等待, 部分指引工作人员态度不耐烦"
545,72****877,2018/2/24,"简直莫名其妙, 携程网上订好的票, 到现场取票后显示被冻结无法入园, 反复折腾"
546,M43****331,2018/2/12,"坑爹长隆野生动物园, 再也不来了, 早上参观火车, 疏导一沓糊涂, 排队快两个小时, 中间排队有人吵架也没人管, 晚上缆车各处导览都写着到五点半, 缆车入口却写着五点停止进入, 差评"
547,M25****6626,2017/12/19,"什么鬼, 订错日期居然一分钱不能退"
548,_WeCh****925908,2018/2/22,"真心不想说啥了, 门票死贵, 和家人一起去的, 光门票两千多, 人挤人, 小火车和缆车排队前不见头后不见尾, 拍一个小时坐上了, 呼呼一下过去了, 拍照都来不及"
549,叮当Jelly,2019/11/17,"真垃圾, 比, 上贵了一百块, 垃圾"
550,118****861,2017/7/1,"今天可算领教了, 取票码不对, 在长隆门口, 小时才进去, 最后还是长隆给解决的, 太差了, 售后就会说不应该呀, 我们没问题呀"
551,M23****3489,2018/2/20,"很差, 怎么说呢, 就看白虎跳水好看之外, 长隆野生动物园里面什么东西都贵, 而且贵得厉害, 不过不是经常去就不管它了"
552,compressor,2018/2/22,"长隆是越做越差劲, 动物也越来越少, 只想着怎么宰游客的钱, 服务太差劲, 没一点服务意识"
553,mjhg,2018/2/19,"体验感极差, 人多到无法想象, 就没一个地方是没人的, 手推车也租不到"
554,两个小娃娃,2017/12/17,"人超级多, 停车位很少, 点找到, 点停车位快要疯了, 熊猫餐厅也是点啥没啥, 价格也是平均一个, 面而已, 珠海长隆好多了"
555,186****6345,2017/5/29,"如果票不能退就应该直接告诉客户, 而不应该让客户白白浪费时间等待"
556,leslie2005,2017/12/21,"没有收到短信通知, 朋友又重新买票, 极差评"
557,李爱旅游,2017/7/28,"像这种服务人员多的景区, 只要服务质量能跟上去, 差不多就能给游客带来难忘的体验, 都说一只苍蝇能坏了一锅粥, 如果有一位服务人员给游客带来恶劣的体验, 那么其他服务人员所努力带来的热情服务都将在心中化为乌有, 因为别人所记住的, 就是最难过最伤人的那件事, 不想再来了"
558,e09****04,2018/2/22,"春节不适合去, 排队二个小时都进不去, 里面的餐饮超级贵, 还不让带吃的, 一个字坑"
559,133****6566,2017/5/29,"购买的时候明明是, 元一位的成人优惠票, 但是在进园的时候被告知是儿童或者老人票, 需另外补, 元, 携程现在的服务真是越来越差了"
560,_WeCh****87537,2018/2/12,"差, 下次不来了, 真的很烂, 吃的一点都不给进, 里面吃的就是强卖"
561,M29****159,2017/5/31,"什么都没有, 到处都是人, 野兽区的小火车开的飞快, 什么都看不到"
562,191****838,2017/5/31,"节假日去整个就是看人的, 又热又难受, 随便看一下就赶紧出来了"
563,191****838,2017/5/31,"节假日去整个就是看人的, 又热又难受, 随便看一下就赶紧出来了"
564,M41****418,2018/3/26,"垃圾, 被盗刷的门票, 要求冻结还不行, 别人拿我的钱玩"
565,杂草一棵,2017/5/22,"进门口被那个安检的阿姨吓到, 都进去了, 非要拉我出, 一瓶牛奶都不给带进去, 还拍了我一下, 整个人一天的旅行都不好了"
566,hello哈,2018/2/17,"应该粉刷一下才靓丽哦, 服务人员表情木纳, 不会笑, 怎么能贩卖欢乐呢"
567,_YX1****354,2018/2/19,"太差, 人太多了, 内部道路全堵, 路标指示不清楚内部餐饮太贵, 不让带吃的进入"
568,180****7766,2018/2/16,"性价比低, 下午突然没有电瓶车, 从南到北要出去坐车, 但车要等很久, 出租起步价要, 元, 公园难道不知道"
569,izjc,2017/10/8,"体验很差, 园区服务落后, 小火车就是走马观花, 分钟就走完全程, 动物们都无精打采, 缆车更是鸡肋, 除了长颈鹿什么也看不到, 最坑人的是, 景区不让带水和食物, 只能在景区里买, 一盘鸡肉米饭, 元, 一杯冰水也要, 元, 这园区也太要钱不要脸了, 关键是与央视广告里完全不一样, 还不如叫带点动物笼子的儿童游乐场, 元的门票, 完全不值"
570,_WeCh****70385,2018/2/25,"过年去, 自驾游车太多, 为了赚钱把所有车都放进来, 本来半个小时就可以游玩的, 居然两个多小时才能出来"
571,施瓦本格明德亦黑迭儿丁,2017/12/22,"服务相当差, 日期没有提醒, 携程坑人"
572,_U2****4836,2017/6/28,"因为下雨行程改期, 原本, 元门票作废, 不能取消订单, 原订的票, 元浪费"
573,vincent365,2017/5/28,"明明订的是端午特价成人票两张, 可是到景区拿票告知不是成人票需补, 元差价, 一天好心情全无"
574,大潇,2017/5/17,"提前订好了票遇到雨天确被告知不能退票, 以后还是根据实际情况现场买票比较好"
575,M48****921,2018/2/17,"春节期间, 确实人多, 动物并不多, 还不如重庆动物园呢"
576,_WeCh****17240,2017/7/4,"一般般, 动物都特别疲惫了, 而且特别臭特别脏"
577,205****956,2017/6/8,人多天热不好玩人多天热不好玩
578,_WeCh****51669,2018/3/3,"春节人太多, 几乎都是在看人, 动物没看几个"
579,90****978,2017/2/13,"第一次给携程差评, 长隆野生动物世界是不错的, 不过在携程订门票的体验太差了, 出行前一晚, 点订的联票, 说是, 小时内确认, 结果一直没有确认短信, 也没有任何反馈, 直到第二天早上, 点半多才给我电话说预订没有成功, 搞得错过了网上订票的时间, 只能去现场买票, 价格贵了很多不说, 还耽误许多时间"
580,139****6492,2017/5/13,"动物园很不错, 但携程订的票太坑爹, 说的返现不讲道理, 失望"
581,M13****270,2018/2/19,"名不符实, 不值这个价钱, 失望之极"
582,_WeCh****848117,2017/12/26,"条框太死板, 不后任性化, 真心差评"
583,M48****921,2018/2/17,"不好, 不喜欢, 再也不会来玩, 拜拜"
584,木易天天飞,2018/5/2,"太坑, 还有更优惠的浪费我"
585,300****032,2017/5/30,"服务太度差, 停车位不够多, 差劲"
586,M44****208,2017/5/29,"没有出玩, 日期选错了, 没办法退票, 客服的态度差"
587,139****6492,2017/5/13,"动物园很不错, 但携程太差, 说的返现太坑爹, 不讲道理, 差评"
588,118****137,2017/12/31,"慎定, 没有咨询与解决部门, 谨慎"
589,LKXSTC,2017/7/13,"我只想知道, 长隆野生动物世界门口有没有检验身份证的程序"
590,M46****469,2018/2/21,"人山人海, 下次再也不回来了, 不值得排队游玩"
591,_WeCh****880049,2018/2/23,"没劲的地方, 纳闷怎么以前听到都是好呢"
592,183****1232,2017/10/21,"吃东西简直是贵, 服务态度也不是很好"
593,_YX1****108,2018/4/29,"太烂, 太差, 交通不方便, 不好去啊"
594,_M13****7152,2018/9/23,"人多逛不完, 出来人山人海, 园内, 还挡路让我绕路走, 当游客是什么, 生气"
595,_m13****5768,2017/6/3,"没什么意思了, 吃饭又贵"
596,M57****29,2017/4/30,"其实一星也不想给, 买的动物园和飞鸟套票, 景区介绍说让坐穿梭巴士去飞鸟乐园, 工作人员指着你满处跑, 南门说今天南门没车但北门有车, 步行, 分钟到了北门, 确被告知今天北门的车也取消了, 尼玛, 五一哪哪都取消了, 你倒是给说一声啊, 连工作人员也不清楚, 大人孩子拖着瞎转悠了几公里最后只能打的去, 人太多, 每个动物面前都是里三层外三层, 进门要查包, 只能在里面买午饭, 东西贵死, 一个火腿肠, 一瓶矿泉水, 块, 两大一小花了三百多吃个盒饭"
597,M56****674,2017/4/6,"儿童老人票贵, 免费小火车看猛兽有意义, 揽车大人和长者, 元, 儿童, 元, 时间十分钟左右, 里面快餐和面, 元一份, 太烧钱了, 门票贵不说, 消费也贵, 其去一次就不会再去第二次, 意义不大, 总结没有回头客"
598,138****6589,2017/8/8,"什么叫上当受骗, 这个地方就是第一号, 太差了"
599,大辉大辉大辉,2017/5/9,"票价太贵, 票价太贵, 票价太贵, 无论从公园里边还是公园外边, 从公园门口直到地铁站外边, 都有长隆公园的服务人员卖吃的, 一根外边普普通通的卖, 元的火腿肠, 他们那里卖, 元, 普普通通的一碗面卖到, 元一碗, 物价太高, 恨不得把我们一辈子公园的钱, 全部消费在这里, 长隆太黑了"
600,M23****4178,2017/10/2,"不好玩, 比北京八达岭野生动物园差远了"
601,298****476,2016/10/7,"网上写了套票, 水上乐园, 动物园, 成人票可以带一名, 米以下儿童, 没想到到动物园被告知儿童要买票, 没有免费, 网上写的很清楚特定日是, 月, 日, 被强迫又买了一张儿童票, 元, 被骗的感觉非常不爽, 园区快餐非常难吃又贵, 还不给自带食品, 真的是霸王条款, 自驾游每台车还要收, 元, 真尼玛臭蛋, 以后大家都不要去, 让它倒闭"
602,CalvinPeng,2016/9/13,"整體評價一個字, 爛, 號稱, 星級酒店, 價格比全球, 星級酒店收的貴, 服務質量一點都跟不上, 不配稱為, 星級, 入住, 退房, 二晚野趣房, 首先, 第一天剛抵達辦理入住給的二張門卡, 連續二天無原因消磁二次, 房內清潔也無整理, 詢問自駕遊開始時間, 詢問處回覆, 點半開始, 結果自駕遊時間實際為, 點半, 員工基本禮儀全無, 傲慢無禮, 搞的好像是顧客自己犯賤花錢找挨罵, 早餐在白虎自助餐廳, 餐點都吃光, 服務員也不會即時補上, 綜合上述, 廣州長隆酒店, 絕對給差評"
603,110****326,2017/10/1,"有机会带孩子去一趟, 计划当中, 哈哈"
604,吾多觉大学士,2017/1/30,"人傻钱多的地方, 价格贵, 游玩体验少, 工作态度恶劣, 把大人小孩折磨到不似原形, 以后不会再来, 傻子的"
605,300****180,2016/11/20,"无聊, 从门口到园区, 居然要自己走路, 还没有指示牌, 走了半个小时, 以后再也不去了"
606,M14****202,2017/5/12,"再也不去, 还不如广州动物园, 门票死贵, 里面司机垃圾得很, 问了都不告诉怎么乘车"
607,M50****559,2017/1/26,"没什么意思还特贵, 和北京动物园一样但北京的才, 元便宜"
608,M48****675,2017/5/4,"太贵了, 人多又不好玩, 吃个快餐几百块, 长隆抢钱"
609,城市贫民我,2017/7/7,"过节别去, 没车, 挨宰, 公园根本不想解决问题"
610,_WeCh****84889,2017/2/2,"人太多太多了, 整天都好像在看人, 长隆真的要检讨一下自己, 为了赚钱把整个体验降下来值得吗"
611,118****659,2017/6/26,"非节日, 节目糊弄人, 严重缩水, 都没见着什么动物表演, 都是儿童音乐会"
612,_CFT01****3824605,2017/5/8,"坑爹, 下了一天的雨, 白白买了, 张门票, 啥都没看到, 还差点感冒了"
613,tom****nny,2017/4/4,"千万不要节假日去, 全部都是人, 小火车开得飞快, 全是灰, 去吃灰闻汽车尾气, 进门检票员也很蠢, 把儿童票扫两次不扫大人票, 然后说儿童票用过了不让我们进去, 耽误半天时间最后查清楚了, 用我们宝贵的时间为她的愚蠢买单"
614,118****247,2017/11/9,"人多人多人多, 去动物园, 不是去看人的, 再也不来了"
615,_WeCh****65622,2017/2/1,"建议广州市政府组织联合调查组, 去调查一下它的定价, 门票太贵, 里面除了小卖部就是厕所, 建议家门口没有玩具店的, 可以去里面逛逛"
616,冬雪,2017/11/3,"里面不准带食物, 里面吃个饭太贵, 就是坑人的"
617,136****7071,2017/8/27,"垃圾, 差得要死, 都是士多, 动物没几个"
618,心泉叮咚00,2017/4/4,"预定有风险, 付钱需谨慎, 也怪自己二定的, 月, 号票, 号去了过期鸟, 张门票, 多就这样打水漂了, 打携程客户电话连个人工服务也没有, 吃一堑长一智吧, 二姐"
619,M41****445,2016/8/9,"可以去, 就是人太多, 太拥挤, 希望管理人员控制每天入园人数, 排队坐个火车游玩野生动物区要半小时, 入园, 小时, 真心影响游客心情"
620,233****178,2017/3/25,垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾
621,M80****33,2016/12/9,"建议没有去长隆野生动物园玩的家长, 可以去广州动物园玩, 里面的动物区别不大, 园区里面消费超高, 服务人员不会变通服务, 整个园区弥漫都是金钱味道, 没有一点人性化, 给广州旅游产业带来非常不好印象, 从客流量看出"
622,MarkKin,2016/2/5,"一个令人恶心的地方, 所以的一切都是在明抢, 凡事有可能的地方都被用来从你口袋中抢钱, 入口要强制翻看你的背包, 一切的食物都不准带进去, 包括方便面, 我不知道除了公安部门还有这帮东西能随意搜身, 一开始想想可能是为了避免向动物投食而设置的规则, 但当我看到餐厅里食物的价格我突然明白了, 一碗面, 一份盖浇饭, 一家三口点三碗面, 这是要多不要脸才能定的价格, 高铁够不要脸了吧, 一份盒饭, 但总算还几荤几素, 还允许你吃自己的食物, 一个疯狂的地方, 呵呵"
623,松山道士,2017/5/11,"人多, 说是看动物, 不如说看人"
624,M82****92,2016/6/18,"一直对广东没感情, 因为这个地方社会治安太差, 来到这里是因为出差被逼, 要不然给我钱来我都不来"
625,种子PK,2016/10/14,"想尽办法从你钱包掏钱, 动物没有自己的特色, 性价比差"
626,233****178,2017/3/25,"垃圾来垃圾, 垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾垃圾"
627,M24****162,2016/7/26,"天热又臭, 还不能带零食, 里的东西很贵, 没什么吃的, 有种被迫消费"
628,M23****124,2016/8/18,"里面的东西是外面的五六倍, 简直打劫, 再也不想去了"
629,巴赫楠,2015/8/15,"爸爸去哪儿, 火了这里, 值得一看的地方, 但是不得不吐槽, 真是一切向钱看的地方, 名为安检, 实际呢, 呵呵, 景点的价格可以接受, 但不能接受的是, 小孩发烧, 需要一点点开水化开药粉, 可那么多的工作人员, 那么多的餐厅竟然没有一滴开水, 真尼玛扯蛋, 原来工作人员都是喝八块的矿泉水, 喝十元的可乐啊, 为长隆鼓掌"
630,M43****339,2016/10/5,"是, 米以下的不要票, 我小孩, 米, 不让进"
631,M58****097,2017/5/3,"不让带零食, 里面东西又贵, 套路深, 米以下儿童基本什么娱乐设施都不能玩, 就因为, 米以下没买票, 套路太深, 差评"
632,m32****975,2016/6/12,"非常差, 就看一下而已我意思, 还不如拿来住高档酒店或去迪斯尼玩呢"
633,_WeCh****55244,2017/4/1,"遇到学生秋游, 人不是一般多, 点到大门口, 点还排队等小火车, 管理差, 服务跟不上, 不会来第二次"
634,_CFT01****2782528,2016/9/11,"我想看, 却, 你们不知道我有心无力"
635,158****5451,2016/5/4,"坑钱, 很多设施, 超重不能玩, 小孩低于, 米不能玩"
636,呱呱呱叫,2017/4/3,"去了没和女神接上吻, 辣鸡, 还挺贵, 我还能说什么呢, 嗓子已骂哑"
637,150****8101,2016/3/23,"蠢得要死的套票, 本身就没比在现场买票便宜多少, 由于自身订票规定的不清不楚导致作为游客的我们需要在现场花上比原价购买的票价还高的金额补差价, 真是垃圾, 我们带着老人和两个孩子在动物园外无语的等待所谓的协调, 不仅花了更多的钱, 还浪费了我们的时间, 你们自己去看吧, 既然是套票, 既然只是注明平日和周末, 那么请告诉我周六是周末, 周日就不是吗, 亏我还是你们携程忠实的消费者, 真是一次就恶心得彻底, 垃圾"
638,E50****36,2014/3/19,"广州野生动物园太一般了, 没有想像中的好, 看它字样是野生其实和野生完全没有关系, 只不过是个家养驯化的动物园而已, 有点上当的感觉, 和国外的野生动物园真的是没法比, 而且价格还这么高, 关门还早, 我们都没有看完就被赶出来了, 太生气了, 上当了, 希望给想进去的人给个建议吧"
639,M42****217,2016/8/23,"一家人其乐融融, 使用携程订票方便, 快捷, 让我们的出行简单, 动物也非常好看, 下次我依然选择下车"
640,M57****655,2017/3/8,"差评价, 因为落雨天气, 为什么特惠价就唔可以退票, 非要一定去, 白白浪费钱, 差评价, 唔会有下次去"
641,johnson996,2016/10/13,"总体一般, 价格比较贵, 特别是对小孩子也要票, 要求太严, 下次要考虑清楚了再去, 价格确实太贵"
642,jackyye,2016/8/25,"干净的动物园, 容易观察的环境设计, 品种多有特点, 杂技表演相当不错, 交通便利, 游乐园也不错"
643,M42****979,2017/4/5,"动物太少, 不建议去, 精彩的都在广告上看到了, 其他啥也没有"
644,春天里,2016/2/14,"动物不算多, 要错峰游玩, 消费贵得吓死人"
645,M11****772,2017/4/1,"网上竟然没有座, 现场很多好位置"
646,逍遥叟,2015/11/15,"值得一去, 细节处做的比较好, 动物也很多, 服务也比较到位"
647,_WeCh****55244,2017/4/1,"点还在门口, 遇到学生秋游, 管理差, 不会来第二次"
648,_WeCh****55244,2017/4/1,"遇到学生秋游, 点还在门口, 管理差, 不会来第二次"
649,M22****823,2016/2/27,"平时不知道怎么样, 我是过年去的, 然后被动物教育了一顿, 果然是动物看人而不是人看动物, 说好的野生动物园, 真正坐车看野生动物那一出, 排队两小时不说, 排到了, 上了小火车看到的, 全是被圈起来的动物, 说好的人与人之间基本的信任呢"
650,_seoba****3235251,2015/7/20,"景点不错, 里面的消费纯粹宰人, 不会推荐朋友过来, 一个汉堡, 见方的自封袋, 喷, 就是用模版和颜料喷涂, 不是用笔描, 一个, 大小的一次性纹身, 种种消费, 都是外面同类商品三倍以上价格, 非常过份"
651,_WeCh****54548,2015/7/7,"一点都不好, 一个超难吃的盖饭, 一只烤肠, 还不让自带吃的到了里面没有一个打水的地方, 买了超多这里的吃的还不给打一杯水"
652,许原,2015/4/21,"长隆野生动物世界是独家垄断经营, 吃的东西由他乱标, 贵的惊人, 而且出园很不方便, 要步行至公园大门口, 很远, 非常不方便, 以后再也不会去了"
653,Faithliu,2015/10/27,"总体感觉, 性价比偏低, 跟延庆和大兴野生动物园相比, 门票贵, 车票贵, 内部消费也贵, 也许是, 的关系吧, 而自驾游区域很小, 动物少, 且不让下车, 步行区环境不错, 如果时间充裕可以好好转转"
654,138****8008,2015/10/2,"超级骗钱, 绕一圈没啥好看, 一个人就几百元了, 全家去花了一千六, 绕了一圈没啥好看, 而且卫生差一股动物臭味, 真不如广州动物园才, 块"
655,_CFT01****2260706,2015/7/8,"在园内不给带食物就算了, 你是说为了保护动物不让游客投食那么我理解, 但是你在里面设置了那些奇贵无比的投食项目和几倍于外面的食品价格是什么意思呢, 之后就因为那些食物的价格我就没有吃午餐扫兴的回去了, 不让投食的话你就加强管理吧"
656,Edward9018,2014/12/25,"管理混乱, 员工蛮横, 游玩结束在员工指示的位置等个电瓶车等了近一个小时, 期间各种不快, 甚至差点起肢体冲突, 破地方, 恶心"
657,e04****20,2015/2/22,"都是动物园里能看见的普通动物, 坐在车里很远地看, 而且在芒果台做完广告以后游客奇多, 车比动物多的多, 去过的野生动物园里最差劲的"
658,_CFT01****0282362,2015/5/19,"由于飞机延机一天, 导致已安排好的一联串, 酒店, 门票, 飞机, 行程也跟着要重新安排, 我气就气在飞机延机原本不是我原因造成, 在携程上订的订单, 在携程上订的订单包括, 飞机, 酒店, 门票, 携程都没办法帮你协商延后日期, 所有的事携程都推开责任, 让你自己去和航空公司, 酒店, 单位处理, 所以历经此次后, 我总结, 携程只是中介, 且没有起到中介应有的责任, 是不负责任的中介, 有卖单导卖的情况, 这样导致客户的服务质量下降, 本次旅程不开心"
659,D10****084,2014/8/29,"年, 月, 日, 本打算在, 日到广州长隆野生动物园玩, 听说携程有打折门票, 就下了个, 上去一看, 原价, 元, 张只需要, 元, 张, 就没有注册订了两张票并用信用卡预付了费用, 元, 只收到短信如下, 到了, 日上午去取票时, 才发现定错了日期, 马上打电话给携程, 说已经过期, 不能退费了, 问何故, 才告知须知里面有一条, 过期作废, 只好又在景区买了正价票进园, 哪里会有这样的霸王条款, 其它团购网站均支持不消费就自动退费, 为何携程可以特立独行, 是因为什么, 店大欺客, 消费陷阱, 最大的问题是我从头到尾不知道有, 过期作废, 这一说, 回过头来看下网页版和, 版不同的地方, 才知道自己如何中招的, 一, 网页版, 找到自己想要的票点预定, 支付按钮是, 同意以下条款, 去支付, 以下条款就是预订须知, 并有, 重要条款, 标识, 里面不管是不是霸王条款, 确实有注明, 过期作废, 好, 再看, 版, 二, 版, 把, 预定须知, 放在这, 而且要点开才知道, 没有, 重要条款, 提示, 没有必须点开预订须知才能下一步设置, 也就是说携程, 没有尽到告知义务, 找到需要的票点预定, 仍然没有须知跳出, 填写姓名和手机号码, 仍然没有提示须知, 支付, 仍然没有告知, 也就是, 版从头到尾没有一定告知用户预定票会过期作废, 发的短信也没有告知会过期作废, 并且在票快过期前也没有短信提醒, 是携程在玩文字游戏来故意骗用户钱, 否则为何会出现这样的霸王条款, 为何不提醒消费者过期作废就是一个陷井, 根本就没有兑换的电子券, 元就被携程黑了, 作为消费者, 一定投诉到底"
660,118****356,2015/9/19,"真的广告做的非常好, 进去了就被骗了, 好垃圾的地方, 卫生和环境超级差, 工作人员态度又不好, 不会去了"
661,M10****432,2015/2/25,"奇差, 上海杭州的野生动物园都去过, 没的比, 初四去的, 人爆多听说前面几天还要多, 你面全是商店跟饭堂, 动物没几只"
662,_CFT01****3933538,2014/6/17,"我们喜欢照相但对我们退休来讲贵啊, 要, 门要, 我们去是想照动物, 娱乐少玩, 希望能为我们退休人员有优惠啊"
663,M20****169,2015/6/26,"为什么我在所有网上看的都是儿童, 米以上才买票, 而我们去的小孩, 米就要买票, 去补票也不是半票, 是全票"
664,多多芸,2014/5/5,"月, 日时还没有收到门票短信, 打电话和客服确认说查不到我的订单, 要我们提供订单号码, 我当时在澳门用手机打客服电话, 无法查到订单号, 携程客服回复说稍后给我回电话, 结果我们等了, 天都没有收到回复电话, 月, 日我又打客服电话, 还是查不到我的订单, 说只查到, 月份的订单, 我提供订单号码后才查到订单, 然后才收到门票的短信, 以后坚决不能在携程订门票了, 太不靠谱了, 浪费客户的长途电话费用, 门票省下的钱都不够付电话费的, 累心让人出门都不放心"
665,D38****24,2014/5/3,"非常不满意的一次出行, 点多到长隆准备去兑票, 一不小心把手机摔坏了, 没了短信无法兑票, 只好现场买票, 借人的手机打算取消网上订票, 可一直没网络, 等到下午, 点多, 终于在网上申请了取消行程, 第二天早上, 点, 分才收到受理短信, 收到回复, 已过出行日期, 目前已全额损失, 无法退订, 烦请知晓, 块白白送了给携程"
666,孙宏瑞,2014/4/9,"来到自驾车入口, 入口工作人员告知, 该大人普通票不适用于汽车, 必须在入口重新购买自驾车专用票, 自驾车入口, 组织工作非常差, 售票窗口的服务时间, 无任何文字提示, 上午, 分左右, 多个窗口突然同时打开其中的, 号窗口, 大家分别前往上述四个窗口排队等候, 此时某工作人员告知大家, 只有, 号窗口真正售票, 所有游客重新到, 号窗口排队, 秩序混乱, 而且明显有失公平, 并且开园前提前到达的车辆, 没有任何规划, 所有车辆随机排放, 停车现场也是混乱异常"
667,E50****36,2014/2/3,"广州野生动物园太一般了, 没有想像中的好, 看它字样是野生其实和野生完全没有关系, 只不过是个家养驯化的动物园而已, 有点上当的感觉, 和国外的野生动物园真的是没法比, 而且价格还这么高, 关门还早, 我们都没有看完就被赶出来了, 太生气了, 上当了, 希望给想进去的人给个建议吧"
668,320****779,2013/9/1,"携程一直以所谓的便捷优质服务客人着想, 通过与携程的几次酒店及票务服务, 非常不到位, 首先是一下订单要全额支付, 从某种服务上来讲就是要邦定客户, 怕客户有所改变, 这可以理解, 最可恨的是, 小朋友因为发烧玩不了水上的项目, 居然也不能为客人改期, 把责任推给旅游公司, 然而我自已去跟旅游景点器沟通后, 是可以改期一周的, 这样的服务, 我认为是携程的一种无能, 更是员工的一个无所谓, 更是员工的不负责, 只想着要业绩, 却想不清生存的基石是什么"
669,186****1165,2014/11/6,"真不值得一去, 不是为了孩子谁会去呀, 价格傻高, 没什么可看"
670,_WeCh****15849,2015/2/23,"恰好来游玩下雨, 卖伞和雨衣贵得离谱, 特色景点也是循环绕路, 出租车也贵得很, 感觉商业化多于趣味性"
671,携程用户,2015/9/6,"游乐园是可以的, 但酒店有些房间就像在负一楼, 阴暗潮湿, 有发霉味道, 下次去还是住周边的五星级酒店比较好"
672,M27****420,2015/10/25,"没什么亮点, 我去了一次没什么可看性, 和其他动物园没什么区别"
673,138****7390,2015/6/14,"骗人的票, 写的, 米以下免费, 实际不是"
